Дата эксперимента: 29.10.2023 19:00:49
time;Accel_x;Accel_y;Accel_z;Gyro_x;Gyro_y;Gyro_z;Temperature
20.642;1.0205;-0.0188;0.2050;-4.0992;0.9695;-0.9160;30.6947;
20.663;1.0237;-0.0195;0.1950;-4.3588;1.1603;-0.7939;30.6947;
20.684;1.0171;-0.0208;0.2011;-4.0916;0.7939;-0.9389;30.6947;
20.705;1.0132;-0.0205;0.2020;-4.1069;1.1450;-0.7328;30.6947;
20.726;1.0176;-0.0151;0.1989;-4.1908;0.8855;-0.8855;30.6947;
20.747;1.0208;-0.0188;0.2011;-4.1756;0.7786;-0.6794;30.6947;
20.768;1.0200;-0.0229;0.2053;-4.2061;0.8779;-0.6794;30.6006;
20.789;1.0176;-0.0181;0.1981;-4.1221;0.8550;-0.8473;30.7888;
20.810;1.0229;-0.0183;0.2028;-4.0076;0.9160;-0.9160;30.6947;
20.831;1.0222;-0.0208;0.1967;-4.1450;0.9389;-0.6183;30.6947;
20.852;1.0183;-0.0232;0.2006;-4.0458;0.9618;-0.8168;30.6947;
20.873;1.0188;-0.0168;0.1981;-4.0153;1.0458;-0.7634;30.6006;
20.894;1.0203;-0.0198;0.1970;-4.4198;1.0382;-1.0153;30.6006;
20.915;1.0112;-0.0176;0.2020;-4.0153;1.0382;-0.7099;30.6947;
20.936;1.0193;-0.0232;0.2106;-4.1374;1.0153;-0.6947;30.7888;
20.957;1.0168;-0.0261;0.1889;-4.2901;0.9771;-0.8321;30.7888;
20.978;1.0212;-0.0188;0.2031;-4.1908;1.1450;-0.8092;30.6947;
20.999;1.0212;-0.0256;0.1945;-4.0229;1.0000;-0.7710;30.6947;
21.020;1.0222;-0.0225;0.2011;-4.1221;0.9313;-0.7252;30.6947;
21.041;1.0208;-0.0210;0.1936;-4.2443;0.9695;-1.0534;30.7888;
21.062;1.0137;-0.0205;0.1950;-4.2290;1.0305;-0.6412;30.6947;
21.083;1.0144;-0.0215;0.1953;-4.2137;0.8702;-0.6870;30.6006;
21.104;1.0161;-0.0247;0.1978;-4.1450;1.0687;-0.8321;30.6947;
21.125;1.0261;-0.0261;0.1975;-4.3588;1.0000;-0.8015;30.7888;
21.146;1.0205;-0.0212;0.1964;-4.1679;1.1374;-0.7481;30.7888;
21.167;1.0161;-0.0203;0.2025;-4.1527;0.8931;-0.8779;30.6947;
21.188;1.0144;-0.0181;0.1973;-4.2672;1.1221;-0.7710;30.6947;
21.209;1.0193;-0.0181;0.1950;-4.2137;1.1450;-0.8168;30.7888;
21.230;1.0178;-0.0212;0.1975;-4.2061;0.9924;-0.7786;30.6947;
21.251;1.0125;-0.0225;0.1945;-3.9771;0.9618;-0.9466;30.6947;
21.272;1.0190;-0.0266;0.1964;-4.1985;1.0458;-1.0000;30.6006;
21.293;1.0188;-0.0261;0.1925;-4.0534;0.9771;-0.9237;30.6947;
21.314;1.0176;-0.0176;0.2106;-4.1298;0.8550;-0.7481;30.6006;
21.335;1.0178;-0.0208;0.2075;-4.1603;1.1374;-1.0000;30.6947;
21.356;1.0173;-0.0229;0.1978;-4.3588;0.9313;-0.8244;30.6947;
21.377;1.0164;-0.0234;0.2039;-4.2595;1.0076;-0.7710;30.6006;
21.398;1.0154;-0.0251;0.1928;-4.2977;1.0458;-0.8779;30.6947;
21.419;1.0210;-0.0166;0.2034;-4.1756;1.0229;-0.8473;30.6947;
21.440;1.0156;-0.0200;0.2136;-4.2672;1.0229;-0.6641;30.6947;
21.461;1.0208;-0.0217;0.1978;-4.2137;0.9008;-0.8931;30.6947;
21.482;1.0120;-0.0220;0.1950;-4.1221;1.1985;-0.8397;30.6947;
21.503;1.0159;-0.0225;0.2020;-4.1298;0.8931;-0.8626;30.6947;
21.524;1.0168;-0.0198;0.2047;-4.3206;0.8626;-0.7557;30.6006;
21.545;1.0151;-0.0239;0.1964;-4.0458;1.0076;-0.8473;30.6947;
21.566;1.0244;-0.0171;0.2086;-4.0458;0.9771;-1.0382;30.6947;
21.587;1.0212;-0.0166;0.1959;-4.1374;0.9008;-0.8168;30.7888;
21.608;1.0173;-0.0178;0.1956;-4.1527;0.9237;-0.9313;30.6947;
21.629;1.0151;-0.0159;0.1964;-4.1298;1.0000;-1.0229;30.6947;
21.650;1.0215;-0.0215;0.2000;-4.2366;1.1145;-0.8015;30.7888;
21.671;1.0166;-0.0281;0.1961;-4.1374;1.0763;-0.8168;30.6947;
21.692;1.0215;-0.0261;0.2078;-4.1908;0.8931;-0.9542;30.6947;
21.713;1.0212;-0.0210;0.2020;-4.2443;1.2214;-0.7710;30.7888;
21.734;1.0164;-0.0205;0.1950;-4.1450;0.9084;-0.7863;30.7888;
21.755;1.0190;-0.0193;0.1925;-4.2137;0.9771;-0.8702;30.6947;
21.776;1.0210;-0.0198;0.1978;-3.8473;1.0611;-0.8779;30.6947;
21.797;1.0198;-0.0259;0.2017;-4.2290;1.0305;-0.7557;30.6006;
21.818;1.0212;-0.0271;0.2036;-3.9924;0.9084;-0.6947;30.7888;
21.839;1.0190;-0.0144;0.2047;-4.1908;0.6947;-0.8550;30.7888;
21.860;1.0164;-0.0249;0.1953;-4.0382;1.0992;-0.7863;30.6947;
21.881;1.0190;-0.0154;0.1967;-4.2595;0.9695;-0.9084;30.7888;
21.902;1.0200;-0.0254;0.1975;-4.1145;0.8931;-0.9924;30.6947;
21.923;1.0164;-0.0161;0.1950;-4.5649;1.2672;-0.8397;30.6947;
21.944;1.0210;-0.0203;0.2064;-4.2977;0.9466;-0.8702;30.7888;
21.965;1.0203;-0.0256;0.1931;-4.1603;1.0305;-0.9084;30.6947;
21.986;1.0203;-0.0171;0.2036;-4.2061;0.9313;-0.9847;30.6947;
22.007;1.0229;-0.0168;0.1989;-4.0382;0.8702;-0.8550;30.6947;
22.028;1.0205;-0.0188;0.1995;-4.2977;1.1069;-0.9542;30.6947;
22.049;1.0132;-0.0188;0.1939;-4.1450;0.9771;-1.0229;30.6006;
22.070;1.0178;-0.0222;0.2039;-4.1603;1.0000;-0.7481;30.6947;
22.091;1.0161;-0.0208;0.1898;-4.2901;1.1603;-0.7328;30.6947;
22.112;1.0164;-0.0271;0.1984;-4.1908;1.1069;-1.0305;30.6947;
22.133;1.0210;-0.0142;0.1948;-4.2443;0.9160;-0.8855;30.6947;
22.154;1.0247;-0.0183;0.1956;-4.3206;1.0229;-0.8244;30.7888;
22.175;1.0190;-0.0222;0.1984;-4.3588;0.9466;-0.9008;30.6947;
22.196;1.0186;-0.0188;0.1892;-4.1756;1.0611;-0.7557;30.6947;
22.217;1.0198;-0.0164;0.2028;-3.9771;1.0458;-0.7710;30.6947;
22.238;1.0239;-0.0200;0.2017;-4.1603;1.1069;-0.6870;30.6947;
22.259;1.0210;-0.0220;0.2061;-4.1450;1.1298;-0.9389;30.6947;
22.280;1.0151;-0.0220;0.1936;-4.1221;0.9542;-0.9313;30.6947;
22.301;1.0183;-0.0264;0.2059;-4.2519;1.0305;-0.6107;30.7888;
22.322;1.0181;-0.0264;0.1998;-4.1603;1.1069;-0.9313;30.6947;
22.343;1.0234;-0.0222;0.1992;-4.2901;0.8092;-0.8397;30.6947;
22.364;1.0171;-0.0203;0.2020;-4.4046;0.9695;-0.8550;30.6947;
22.385;1.0171;-0.0227;0.1909;-4.1832;1.0382;-0.7939;30.6947;
22.406;1.0181;-0.0217;0.2034;-4.0305;0.9771;-1.0076;30.6947;
22.427;1.0225;-0.0247;0.1975;-4.2214;0.8321;-0.7863;30.6006;
22.448;1.0156;-0.0217;0.1931;-4.1221;0.9542;-0.8092;30.7888;
22.469;1.0208;-0.0159;0.1936;-4.2366;0.9847;-0.8244;30.7888;
22.490;1.0229;-0.0190;0.1998;-4.0305;1.1374;-0.7405;30.7888;
22.511;1.0186;-0.0176;0.1995;-4.1450;0.9008;-0.7405;30.6006;
22.532;1.0139;-0.0200;0.1945;-4.1527;1.1450;-0.8092;30.7888;
22.553;1.0159;-0.0190;0.1995;-4.2290;1.0916;-0.7939;30.6947;
22.574;1.0212;-0.0229;0.1984;-4.2214;0.8550;-0.9084;30.6006;
22.595;1.0217;-0.0186;0.2006;-4.1450;1.1069;-0.7863;30.6947;
22.616;1.0176;-0.0220;0.2025;-4.1298;1.0000;-0.7634;30.6947;
22.637;1.0176;-0.0247;0.1959;-4.1756;1.0000;-0.9084;30.6947;
22.658;1.0168;-0.0208;0.1964;-4.2214;0.9924;-0.7634;30.6947;
22.679;1.0227;-0.0215;0.1973;-4.1069;1.0000;-0.9008;30.6947;
22.700;1.0186;-0.0168;0.1961;-4.1679;0.9542;-0.8855;30.6947;
22.721;1.0193;-0.0171;0.1992;-4.0687;1.0000;-0.9924;30.7888;
22.742;1.0193;-0.0159;0.2036;-4.3130;0.9618;-0.8168;30.6947;
22.763;1.0200;-0.0195;0.2031;-4.2366;0.9618;-0.8626;30.6947;
22.784;1.0173;-0.0298;0.1970;-4.1069;0.8931;-0.9771;30.6947;
22.805;1.0159;-0.0188;0.2084;-4.3359;1.0611;-0.9084;30.6006;
22.826;1.0166;-0.0193;0.1986;-4.1374;0.9008;-0.6870;30.7888;
22.847;1.0208;-0.0183;0.1959;-4.4885;1.0229;-0.9008;30.7888;
22.868;1.0176;-0.0195;0.1995;-4.1908;0.7939;-1.0305;30.6947;
22.889;1.0190;-0.0195;0.2009;-4.1069;0.8397;-0.7786;30.6006;
22.910;1.0168;-0.0198;0.1961;-4.0229;1.0687;-0.8168;30.6947;
22.931;1.0137;-0.0171;0.2047;-4.2137;0.9924;-0.9008;30.6947;
22.952;1.0229;-0.0217;0.2006;-4.1298;0.9924;-0.7252;30.6947;
22.973;1.0146;-0.0234;0.1914;-4.4198;0.8626;-0.7405;30.6947;
22.994;1.0200;-0.0190;0.2003;-4.2061;1.0611;-0.7863;30.6947;
23.015;1.0168;-0.0142;0.1884;-4.0305;0.9084;-0.8779;30.7888;
23.036;1.0198;-0.0208;0.1959;-4.1832;0.9771;-0.7939;30.6947;
23.057;1.0164;-0.0225;0.2034;-4.2061;1.0076;-1.0000;30.6947;
23.078;1.0215;-0.0217;0.2036;-4.2519;1.0000;-0.8702;30.7888;
23.099;1.0151;-0.0234;0.1995;-4.2595;0.9924;-0.7939;30.6947;
23.120;1.0193;-0.0195;0.1923;-4.3435;1.0763;-0.7176;30.6947;
23.141;1.0173;-0.0181;0.1970;-4.1756;1.0763;-0.9008;30.7888;
23.162;1.0225;-0.0203;0.1984;-4.1527;1.0076;-0.9008;30.6947;
23.183;1.0242;-0.0208;0.1959;-3.9618;0.9313;-0.9008;30.6947;
23.204;1.0225;-0.0244;0.1973;-4.0382;1.0305;-1.0076;30.6947;
23.225;1.0151;-0.0176;0.1956;-4.0611;0.8244;-0.8092;30.6947;
23.246;1.0173;-0.0227;0.2047;-4.1221;0.9542;-0.9771;30.6947;
23.267;1.0173;-0.0225;0.1984;-4.1374;1.0763;-0.8092;30.6947;
23.288;1.0215;-0.0225;0.1911;-4.2290;0.9008;-0.8626;30.7888;
23.309;1.0188;-0.0166;0.2006;-4.4122;1.0687;-0.9618;30.7888;
23.330;1.0200;-0.0208;0.1948;-4.2443;0.7634;-0.7252;30.7888;
23.351;1.0225;-0.0249;0.2014;-4.3511;0.9695;-0.8931;30.6947;
23.372;1.0183;-0.0203;0.1936;-4.2366;0.9618;-0.8168;30.6006;
23.393;1.0193;-0.0198;0.1950;-4.1450;1.0763;-0.7710;30.6947;
23.414;1.0210;-0.0217;0.1925;-4.0458;1.1450;-0.8244;30.6947;
23.435;1.0200;-0.0244;0.2042;-4.1374;1.0763;-0.9237;30.6947;
23.456;1.0195;-0.0254;0.1928;-4.0611;0.9924;-0.8092;30.6947;
23.477;1.0291;-0.0237;0.1936;-4.1603;0.8092;-0.8931;30.7888;
23.498;1.0178;-0.0215;0.1989;-4.0916;0.9466;-0.8015;30.6006;
23.519;1.0203;-0.0173;0.1989;-4.0916;1.0229;-1.0305;30.6006;
23.540;1.0161;-0.0166;0.1848;-4.2137;0.9771;-0.9008;30.6947;
23.561;1.0149;-0.0205;0.2000;-4.0611;0.9389;-0.6718;30.6947;
23.582;1.0188;-0.0220;0.1934;-4.0992;1.1298;-0.9924;30.7888;
23.603;1.0176;-0.0208;0.1986;-4.2901;1.0840;-1.0611;30.6006;
23.624;1.0171;-0.0205;0.1964;-4.0840;0.9695;-0.7939;30.6006;
23.645;1.0217;-0.0234;0.1889;-4.1603;1.0229;-0.7939;30.7888;
23.666;1.0247;-0.0181;0.1978;-4.2595;0.9008;-0.9084;30.6947;
23.687;1.0164;-0.0168;0.1992;-4.1832;1.0305;-0.8626;30.6947;
23.708;1.0210;-0.0205;0.1936;-4.2824;0.8397;-0.8397;30.7888;
23.729;1.0215;-0.0244;0.2050;-4.2214;1.2901;-0.7863;30.7888;
23.750;1.0142;-0.0125;0.1875;-4.2748;1.0840;-0.7634;30.6947;
23.771;1.0186;-0.0208;0.2009;-4.0916;0.7328;-0.7710;30.7888;
23.792;1.0198;-0.0186;0.1939;-4.0992;1.1527;-0.8626;30.7888;
23.813;1.0159;-0.0215;0.1981;-4.2443;1.0305;-0.8397;30.7888;
23.834;1.0142;-0.0178;0.1917;-4.3282;0.8855;-0.8397;30.7888;
23.855;1.0195;-0.0205;0.1825;-4.2443;1.0534;-0.8779;30.7888;
23.876;1.0186;-0.0200;0.1931;-4.1756;0.7939;-0.9771;30.6947;
23.897;1.0208;-0.0198;0.2006;-4.0382;1.0458;-0.8092;30.6947;
23.918;1.0193;-0.0208;0.1975;-4.2290;1.0305;-0.8702;30.6947;
23.939;1.0137;-0.0168;0.1923;-3.9771;0.8779;-0.8855;30.6947;
23.960;1.0146;-0.0193;0.2045;-3.9695;0.9160;-0.6947;30.6947;
23.981;1.0212;-0.0173;0.1973;-4.1679;1.0382;-0.6489;30.7888;
24.002;1.0203;-0.0256;0.1964;-4.1374;1.0229;-0.9008;30.6947;
24.023;1.0203;-0.0181;0.2017;-4.2366;0.6336;-0.8855;30.6947;
24.044;1.0149;-0.0208;0.2000;-4.3511;0.9160;-1.0611;30.6947;
24.065;1.0212;-0.0181;0.2020;-4.0840;1.1069;-0.7176;30.7888;
24.086;1.0217;-0.0154;0.2028;-4.1985;1.0076;-0.8702;30.7888;
24.107;1.0234;-0.0159;0.2006;-4.3053;0.8779;-0.7252;30.7888;
24.128;1.0212;-0.0205;0.1950;-4.0000;1.1069;-0.9160;30.6006;
24.149;1.0229;-0.0247;0.2034;-4.1069;0.9237;-0.9084;30.6006;
24.170;1.0242;-0.0251;0.1970;-4.1221;0.9847;-0.7405;30.6947;
24.191;1.0225;-0.0161;0.1917;-4.1603;0.9924;-0.9389;30.6947;
24.212;1.0159;-0.0200;0.1981;-4.1298;0.9771;-0.6947;30.6947;
24.233;1.0161;-0.0222;0.1917;-4.2672;0.9160;-0.6794;30.7888;
24.254;1.0168;-0.0227;0.1989;-4.0229;0.9771;-1.0000;30.7888;
24.275;1.0225;-0.0168;0.1986;-4.1527;1.1374;-0.9466;30.6947;
24.296;1.0215;-0.0225;0.1956;-4.3130;0.9466;-0.7710;30.6947;
24.317;1.0168;-0.0188;0.2003;-4.0305;0.9847;-0.8244;30.6947;
24.338;1.0210;-0.0251;0.1964;-4.0611;0.8702;-0.9466;30.6947;
24.359;1.0198;-0.0190;0.1967;-4.2901;1.0534;-0.7481;30.6947;
24.380;1.0210;-0.0222;0.1984;-4.2214;0.8779;-0.6412;30.6947;
24.401;1.0229;-0.0254;0.1973;-4.2214;0.8321;-0.8321;30.6947;
24.422;1.0151;-0.0186;0.2039;-4.1679;0.8626;-0.7939;30.6947;
24.443;1.0220;-0.0229;0.2045;-4.0916;1.0076;-1.0076;30.6006;
24.464;1.0178;-0.0186;0.1995;-4.2214;0.7786;-0.8473;30.6947;
24.485;1.0212;-0.0129;0.1986;-4.1679;0.9924;-0.9618;30.7888;
24.506;1.0195;-0.0203;0.2014;-4.2519;1.0229;-0.7786;30.6947;
24.527;1.0210;-0.0242;0.1961;-4.3511;0.9389;-0.9313;30.6947;
24.548;1.0222;-0.0208;0.1887;-4.4351;1.1908;-0.9695;30.6947;
24.569;1.0115;-0.0220;0.1970;-4.2595;0.9084;-0.7481;30.6947;
24.590;1.0212;-0.0190;0.2056;-4.0000;0.9008;-0.8015;30.6947;
24.611;1.0225;-0.0186;0.2006;-4.2824;1.0382;-0.8321;30.6006;
24.632;1.0181;-0.0239;0.1903;-4.2672;0.9695;-0.6794;30.6947;
24.653;1.0190;-0.0261;0.2000;-4.1603;1.1069;-0.8244;30.6006;
24.674;1.0139;-0.0217;0.2036;-4.0229;1.1145;-0.9542;30.7888;
24.695;1.0222;-0.0222;0.2042;-4.0687;0.9160;-0.8244;30.6947;
24.716;1.0222;-0.0190;0.1939;-3.9237;1.0611;-0.8626;30.6947;
24.737;1.0183;-0.0125;0.1970;-4.3893;0.8168;-0.8779;30.6947;
24.758;1.0183;-0.0156;0.1964;-4.3969;0.9695;-1.1221;30.6947;
24.779;1.0193;-0.0195;0.2022;-4.1603;0.9542;-0.8550;30.7888;
24.800;1.0212;-0.0227;0.1909;-4.1985;0.9618;-0.9160;30.7888;
24.821;1.0171;-0.0188;0.2045;-4.3435;1.0687;-1.1603;30.6947;
24.842;1.0217;-0.0237;0.1964;-4.3130;1.3206;-0.8550;30.6006;
24.863;1.0186;-0.0222;0.1936;-4.0916;1.0458;-0.9008;30.6947;
24.884;1.0161;-0.0220;0.1973;-4.1069;0.9313;-0.8244;30.6947;
24.905;1.0132;-0.0225;0.1998;-4.1069;1.0916;-0.7099;30.6947;
24.926;1.0195;-0.0161;0.1995;-4.1221;0.9160;-0.8626;30.6947;
24.947;1.0173;-0.0166;0.1981;-4.1679;0.9008;-0.7328;30.6947;
24.968;1.0190;-0.0193;0.2028;-4.0534;0.9084;-0.8397;30.6006;
24.989;1.0166;-0.0176;0.1934;-4.0534;1.0458;-0.7710;30.6947;
25.010;1.0200;-0.0210;0.2020;-4.2519;0.8244;-0.7863;30.6947;
25.031;1.0237;-0.0251;0.1917;-4.3664;0.9618;-0.7634;30.6947;
25.052;1.0149;-0.0215;0.2042;-3.8550;1.0840;-0.9771;30.6947;
25.073;1.0237;-0.0178;0.2039;-4.2137;1.1298;-0.7328;30.6947;
25.094;1.0173;-0.0159;0.1989;-4.1603;1.0916;-0.8244;30.6947;
25.115;1.0225;-0.0237;0.1961;-4.2519;0.9771;-0.7405;30.6947;
25.136;1.0181;-0.0161;0.1970;-4.0534;1.0687;-1.0992;30.6947;
25.157;1.0249;-0.0188;0.2075;-4.3359;0.9389;-0.8473;30.7888;
25.178;1.0190;-0.0232;0.1964;-4.1908;1.0763;-0.6641;30.6947;
25.199;1.0225;-0.0159;0.2011;-4.0763;0.8702;-0.9466;30.6947;
25.220;1.0176;-0.0132;0.1964;-4.3893;1.0916;-1.0534;30.6947;
25.241;1.0176;-0.0198;0.1948;-4.0458;0.9389;-0.8550;30.6947;
25.262;1.0186;-0.0244;0.1939;-4.2672;1.0229;-0.8626;30.6947;
25.283;1.0203;-0.0200;0.2061;-4.1527;0.9847;-0.9466;30.6006;
25.304;1.0156;-0.0198;0.1934;-4.1145;1.0458;-0.7252;30.6947;
25.325;1.0225;-0.0193;0.2017;-4.3130;0.9618;-0.8855;30.6947;
25.346;1.0198;-0.0225;0.2031;-4.1985;1.0992;-0.7176;30.6947;
25.367;1.0176;-0.0261;0.1998;-4.0916;0.9771;-0.8168;30.7888;
25.388;1.0212;-0.0164;0.2036;-4.1450;1.1298;-0.8626;30.6947;
25.409;1.0208;-0.0151;0.1959;-4.0458;0.9847;-0.9389;30.6947;
25.430;1.0166;-0.0266;0.1959;-4.1985;1.0153;-0.6641;30.6947;
25.451;1.0159;-0.0188;0.1923;-4.2519;0.9695;-0.7939;30.6947;
25.472;1.0188;-0.0183;0.2017;-4.0000;1.0458;-0.7939;30.7888;
25.493;1.0146;-0.0139;0.1967;-4.1832;1.0992;-0.8168;30.6947;
25.514;1.0222;-0.0208;0.1964;-4.1221;0.9466;-0.8244;30.6947;
25.535;1.0251;-0.0195;0.2050;-4.2061;0.9313;-0.6183;30.6947;
25.556;1.0254;-0.0171;0.2025;-4.2901;0.9542;-0.7099;30.6947;
25.577;1.0181;-0.0186;0.2131;-4.0611;1.0458;-0.7405;30.6947;
25.598;1.0210;-0.0171;0.2000;-4.1145;0.9847;-0.7863;30.6947;
25.619;1.0249;-0.0242;0.1967;-3.9924;0.9695;-0.7939;30.6947;
25.640;1.0227;-0.0269;0.1875;-4.0840;0.8244;-0.7481;30.6947;
25.661;1.0288;-0.0186;0.1989;-4.1985;1.2214;-0.9313;30.6947;
25.682;1.0151;-0.0183;0.1998;-4.2214;0.9542;-0.9695;30.7888;
25.703;1.0125;-0.0225;0.2061;-4.1069;1.1374;-0.7176;30.7888;
25.724;1.0146;-0.0210;0.1978;-4.3664;1.0611;-0.9008;30.6947;
25.745;1.0168;-0.0229;0.2036;-4.2824;0.7939;-0.7939;30.6947;
25.766;1.0220;-0.0195;0.2047;-4.3359;0.9466;-0.8397;30.6006;
25.787;1.0159;-0.0259;0.2006;-4.2672;0.7481;-0.9237;30.6947;
25.808;1.0222;-0.0220;0.1978;-4.2061;1.1069;-0.8550;30.6947;
25.829;1.0134;-0.0203;0.1992;-4.3130;1.0382;-0.9771;30.6947;
25.850;1.0217;-0.0198;0.1984;-4.1145;0.8473;-0.7939;30.7888;
25.871;1.0203;-0.0195;0.1900;-4.2595;1.0153;-0.8015;30.6947;
25.892;1.0176;-0.0198;0.2022;-4.2443;1.0458;-0.6031;30.7888;
25.913;1.0173;-0.0190;0.1975;-4.0916;0.9389;-0.7481;30.6947;
25.934;1.0193;-0.0205;0.2036;-4.0763;0.9313;-0.7863;30.6947;
25.955;1.0208;-0.0239;0.1956;-4.2366;1.0611;-0.7939;30.6947;
25.976;1.0220;-0.0173;0.2059;-4.1069;1.0534;-0.8550;30.7888;
25.997;1.0176;-0.0217;0.1984;-4.3282;0.8931;-0.8092;30.7888;
26.018;1.0168;-0.0146;0.1956;-4.1450;1.0000;-0.7557;30.6947;
26.039;1.0176;-0.0200;0.1909;-4.1756;0.8473;-0.8092;30.6006;
26.060;1.0088;-0.0195;0.2061;-4.2061;0.8397;-0.7557;30.7888;
26.081;1.0176;-0.0222;0.2031;-4.0840;0.9008;-0.8321;30.6947;
26.102;1.0173;-0.0186;0.1986;-4.1221;1.2519;-0.7557;30.6947;
26.123;1.0161;-0.0212;0.1923;-4.1679;1.1145;-0.8779;30.7888;
26.144;1.0173;-0.0156;0.1942;-4.0763;1.0000;-0.8779;30.6947;
26.165;1.0229;-0.0244;0.1986;-4.0305;1.0229;-0.9084;30.7888;
26.186;1.0198;-0.0215;0.1934;-4.2672;1.0687;-0.8626;30.6947;
26.207;1.0161;-0.0215;0.2014;-4.1679;0.8015;-0.7634;30.6947;
26.228;1.0156;-0.0178;0.1917;-4.1832;1.1374;-0.7786;30.6947;
26.249;1.0168;-0.0176;0.1995;-4.2672;0.8626;-1.0076;30.6947;
26.270;1.0190;-0.0176;0.2056;-4.2290;1.1145;-0.7786;30.6947;
26.291;1.0217;-0.0229;0.1961;-4.2137;1.0153;-0.8626;30.6947;
26.312;1.0232;-0.0188;0.2036;-4.1298;1.0000;-0.6031;30.6947;
26.333;1.0190;-0.0220;0.2045;-4.4275;0.9008;-0.8473;30.6947;
26.354;1.0198;-0.0237;0.2025;-4.1985;1.0458;-0.8550;30.6947;
26.375;1.0190;-0.0251;0.2000;-4.1221;0.9237;-0.8779;30.6947;
26.396;1.0215;-0.0212;0.1903;-4.0763;0.8015;-0.7786;30.6947;
26.417;1.0220;-0.0171;0.1973;-4.3511;0.8550;-0.9542;30.6947;
26.438;1.0173;-0.0288;0.2017;-4.1679;0.9771;-0.8931;30.7888;
26.459;1.0134;-0.0208;0.2025;-4.2443;0.9237;-0.9466;30.6947;
26.480;1.0173;-0.0193;0.1989;-4.1985;1.0229;-0.7557;30.6947;
26.501;1.0171;-0.0215;0.2064;-4.2214;0.9237;-0.8397;30.7888;
26.522;1.0156;-0.0232;0.1984;-4.2595;1.0153;-0.8702;30.6947;
26.543;1.0229;-0.0229;0.2031;-4.2366;0.9771;-0.8015;30.6947;
26.564;1.0168;-0.0234;0.1989;-4.2366;0.9695;-0.8397;30.7888;
26.585;1.0161;-0.0222;0.2017;-4.1603;0.9847;-0.7328;30.7888;
26.606;1.0220;-0.0193;0.1900;-4.1908;0.9466;-0.9389;30.6947;
26.627;1.0222;-0.0242;0.2006;-4.2214;1.0534;-0.8550;30.7888;
26.648;1.0168;-0.0210;0.1945;-4.2061;0.9466;-1.0458;30.6006;
26.669;1.0181;-0.0251;0.1909;-4.2672;1.1374;-0.7557;30.7888;
26.690;1.0164;-0.0271;0.1923;-4.2977;1.0305;-0.7252;30.7888;
26.711;1.0225;-0.0161;0.2059;-4.2748;0.9389;-1.0076;30.6947;
26.732;1.0144;-0.0244;0.1892;-4.2443;1.0382;-0.8931;30.6947;
26.753;1.0134;-0.0186;0.1978;-4.3817;0.9924;-0.9618;30.6947;
26.774;1.0168;-0.0232;0.2070;-4.2672;0.9008;-0.7710;30.6006;
26.795;1.0205;-0.0288;0.1942;-4.1603;1.0305;-0.9695;30.7888;
26.816;1.0198;-0.0237;0.2017;-4.0534;1.0458;-0.9084;30.7888;
26.837;1.0278;-0.0254;0.2067;-3.9771;1.0916;-0.6870;30.6947;
26.858;1.0132;-0.0183;0.1898;-4.1450;1.0000;-0.7634;30.7888;
26.879;1.0227;-0.0154;0.1984;-4.0992;1.0916;-0.9237;30.6947;
26.900;1.0186;-0.0203;0.1989;-4.3359;0.8702;-0.6870;30.6947;
26.921;1.0132;-0.0232;0.2056;-4.3282;0.9008;-0.6870;30.6947;
26.942;1.0208;-0.0171;0.2045;-4.4275;1.0382;-0.8626;30.7888;
26.963;1.0208;-0.0159;0.2031;-4.1985;0.9542;-0.8168;30.6947;
26.984;1.0137;-0.0195;0.1967;-4.1832;1.0916;-0.8168;30.6947;
27.005;1.0137;-0.0227;0.1981;-4.0534;0.9237;-0.8550;30.6947;
27.026;1.0225;-0.0178;0.1942;-4.1679;1.1069;-0.9237;30.6947;
27.047;1.0171;-0.0205;0.2067;-4.2137;1.0305;-0.7710;30.7888;
27.068;1.0176;-0.0125;0.2006;-4.0000;0.9313;-0.8321;30.6947;
27.089;1.0176;-0.0171;0.1995;-4.0000;1.0458;-0.8473;30.6947;
27.110;1.0181;-0.0215;0.2070;-3.9466;0.9313;-0.9237;30.7888;
27.131;1.0110;-0.0208;0.2017;-4.1450;1.0992;-0.7099;30.6947;
27.152;1.0127;-0.0168;0.1981;-4.2748;0.7634;-0.8779;30.6947;
27.173;1.0151;-0.0247;0.1956;-4.3206;1.0611;-0.8702;30.6947;
27.194;1.0222;-0.0251;0.1973;-4.2824;0.9237;-1.0076;30.7888;
27.215;1.0168;-0.0229;0.1975;-4.1145;1.0382;-0.9771;30.6947;
27.236;1.0195;-0.0225;0.1900;-4.2290;0.9618;-0.8015;30.7888;
27.257;1.0208;-0.0215;0.1925;-4.2748;0.9237;-0.8321;30.6947;
27.278;1.0193;-0.0271;0.1859;-3.9618;0.7481;-0.7863;30.6947;
27.299;1.0149;-0.0229;0.2067;-4.1985;0.9389;-0.8168;30.7888;
27.320;1.0208;-0.0183;0.1984;-4.2443;1.0153;-1.0076;30.7888;
27.341;1.0232;-0.0205;0.2022;-4.0229;0.9313;-0.6947;30.6947;
27.362;1.0186;-0.0195;0.1959;-4.4275;0.9389;-0.7786;30.6006;
27.383;1.0166;-0.0215;0.2025;-4.2290;0.7939;-1.0458;30.6947;
27.404;1.0212;-0.0210;0.2025;-4.2595;0.9466;-0.8626;30.6947;
