Дата эксперимента: 31.10.2023 21:20:26
time;Accel_x;Accel_y;Accel_z;Gyro_x;Gyro_y;Gyro_z;Temperature
492.649;1.0071;-0.0083;0.2735;-4.1603;0.8855;-0.8702;29.9418;
492.670;1.0088;-0.0059;0.2738;-4.0534;0.9313;-0.7176;29.9418;
492.691;1.0154;-0.0039;0.2810;-4.0840;1.0992;-0.8473;29.9418;
492.712;1.0049;-0.0032;0.2810;-4.2443;1.1298;-0.9466;30.0359;
492.733;1.0127;-0.0029;0.2788;-4.2977;1.1298;-0.7786;30.0359;
492.754;1.0093;0.0005;0.2755;-4.1985;0.9160;-0.7557;29.9418;
492.775;1.0059;-0.0017;0.2724;-4.2366;1.0305;-0.9160;30.0359;
492.796;1.0037;-0.0022;0.2719;-4.3282;1.0992;-1.0229;30.0359;
492.817;1.0088;-0.0034;0.2783;-4.2595;1.0153;-0.9695;30.0359;
492.837;1.0146;-0.0073;0.2788;-4.1679;0.9389;-0.7710;29.9418;
492.858;1.0093;-0.0059;0.2763;-3.8168;1.1069;-0.9313;30.0359;
492.879;1.0066;-0.0063;0.2694;-4.1908;1.1832;-0.7023;29.9418;
492.900;1.0154;0.0029;0.2769;-4.0763;1.1527;-0.6870;30.0359;
492.921;1.0168;-0.0044;0.2722;-4.3817;1.0000;-0.7786;29.9418;
492.942;1.0134;0.0000;0.2744;-4.2748;1.1756;-1.0305;29.9418;
492.963;1.0073;-0.0044;0.2785;-4.0458;1.1298;-0.8244;29.9418;
492.985;1.0039;-0.0115;0.2730;-4.0687;0.8168;-0.8015;29.9418;
493.006;1.0093;-0.0061;0.2769;-4.1832;1.1756;-0.8626;30.0359;
493.026;1.0098;-0.0005;0.2774;-4.2137;0.9237;-0.8168;29.9418;
493.047;1.0100;-0.0090;0.2802;-4.0992;1.0458;-0.8702;30.0359;
493.068;1.0063;-0.0022;0.2805;-4.3664;0.9237;-0.7939;30.0359;
493.089;1.0127;-0.0088;0.2769;-4.2672;0.9618;-0.7405;29.9418;
493.111;1.0166;-0.0039;0.2791;-4.2672;1.0076;-0.9084;29.9418;
493.131;1.0117;-0.0024;0.2699;-4.1221;0.9313;-1.0076;29.9418;
493.152;1.0110;-0.0090;0.2719;-4.1069;1.1527;-0.9618;29.9418;
493.173;1.0117;-0.0081;0.2827;-4.2290;0.8855;-0.8550;29.9418;
493.194;1.0090;-0.0005;0.2763;-4.4046;0.9771;-0.8931;30.0359;
493.216;1.0103;-0.0037;0.2819;-4.2443;1.0229;-0.8015;29.9418;
493.236;1.0193;-0.0081;0.2799;-4.2290;1.0763;-0.9618;29.9418;
493.257;1.0151;0.0007;0.2738;-4.2214;0.9008;-0.9618;29.9418;
493.279;1.0142;-0.0081;0.2760;-4.3282;0.9389;-0.8092;29.9418;
493.300;1.0105;-0.0100;0.2805;-4.3053;0.9924;-0.8931;29.9418;
493.321;1.0061;-0.0095;0.2702;-4.2290;1.0153;-0.9618;29.9418;
493.342;1.0103;-0.0034;0.2716;-4.2061;1.0687;-0.8855;29.9418;
493.363;1.0112;-0.0029;0.2730;-4.1450;0.9924;-0.8550;30.0359;
493.384;1.0129;-0.0066;0.2716;-4.1527;1.0992;-1.0992;30.0359;
493.405;1.0120;-0.0068;0.2810;-4.1603;1.2290;-0.8702;29.9418;
493.426;1.0083;-0.0093;0.2799;-4.1832;1.0992;-0.7939;29.9418;
493.447;1.0059;-0.0010;0.2827;-4.2443;1.0153;-1.0534;29.9418;
493.467;1.0115;0.0015;0.2747;-4.1069;0.9618;-0.9542;30.0359;
493.489;1.0078;-0.0076;0.2722;-4.2901;0.9847;-1.0687;29.9418;
493.510;1.0105;-0.0017;0.2838;-4.1603;0.9084;-0.7939;30.0359;
493.531;1.0105;-0.0024;0.2738;-4.1450;0.8168;-0.9160;30.0359;
493.552;1.0051;-0.0066;0.2719;-4.2595;1.0153;-0.8779;29.9418;
493.572;1.0093;-0.0085;0.2683;-3.9771;0.9313;-0.7557;30.0359;
493.593;1.0049;-0.0017;0.2783;-4.1450;1.1298;-0.8397;30.0359;
493.614;1.0083;-0.0020;0.2866;-4.2672;1.0000;-0.7405;30.0359;
493.635;1.0134;0.0012;0.2791;-4.2290;1.0382;-0.8702;30.0359;
493.656;1.0132;-0.0039;0.2741;-4.2061;0.8855;-0.9389;30.0359;
493.677;1.0083;-0.0103;0.2747;-4.1756;1.0763;-0.8244;29.9418;
493.699;1.0122;-0.0044;0.2755;-4.1069;0.8702;-1.0916;30.0359;
493.720;1.0129;-0.0037;0.2788;-4.2137;1.0153;-0.9237;29.9418;
493.741;1.0049;0.0010;0.2788;-4.1450;1.0229;-0.8397;29.9418;
493.762;1.0081;-0.0015;0.2791;-4.1450;0.9084;-0.7176;29.9418;
493.784;1.0134;-0.0010;0.2699;-4.0305;1.2366;-0.9771;29.9418;
493.805;1.0144;-0.0007;0.2794;-4.1832;1.0305;-0.9313;29.9418;
493.825;1.0098;-0.0093;0.2686;-4.1450;0.8855;-0.9008;29.9418;
493.846;1.0129;-0.0046;0.2805;-4.1527;1.1374;-0.8931;29.9418;
493.868;1.0088;-0.0054;0.2661;-3.9084;1.1069;-0.7786;30.0359;
493.890;1.0085;-0.0032;0.2808;-4.1221;0.8931;-0.7786;29.9418;
493.911;1.0088;-0.0071;0.2797;-4.1832;1.0076;-0.6489;29.9418;
493.932;1.0095;-0.0046;0.2860;-4.0687;0.9389;-1.0382;30.1300;
493.953;1.0037;-0.0049;0.2758;-4.2061;1.1908;-1.1069;29.9418;
493.974;1.0117;-0.0066;0.2783;-4.1145;1.1832;-0.9313;29.9418;
493.994;1.0107;-0.0034;0.2827;-4.0763;0.9924;-0.8779;30.0359;
494.015;1.0142;-0.0034;0.2833;-4.0611;1.0382;-0.8321;29.9418;
494.036;1.0132;-0.0076;0.2644;-4.2061;0.8473;-0.8626;30.0359;
494.057;1.0127;-0.0029;0.2797;-4.1985;1.0458;-0.9237;30.0359;
494.078;1.0095;-0.0085;0.2808;-4.2443;1.0382;-0.8779;29.9418;
494.099;1.0115;-0.0027;0.2802;-4.2061;1.0840;-0.9389;29.9418;
494.120;1.0105;-0.0112;0.2733;-4.1069;1.1832;-0.7328;30.0359;
494.141;1.0110;-0.0032;0.2724;-4.1985;0.9466;-0.7557;30.0359;
494.162;1.0098;-0.0042;0.2763;-4.0916;0.9695;-1.0153;29.9418;
494.183;1.0081;-0.0015;0.2766;-3.9924;1.1374;-0.7557;29.9418;
494.204;1.0061;-0.0059;0.2738;-4.4427;0.9008;-0.8397;29.9418;
494.225;1.0088;-0.0042;0.2716;-4.1756;0.7939;-0.8779;29.9418;
494.246;1.0032;-0.0071;0.2808;-4.1603;0.9771;-0.9160;30.0359;
494.267;1.0078;-0.0054;0.2708;-4.0916;1.0000;-0.8702;29.8476;
494.289;1.0110;-0.0068;0.2727;-4.1527;0.9313;-0.8702;29.9418;
494.310;1.0098;-0.0081;0.2794;-4.2061;1.0229;-0.9389;29.9418;
494.331;1.0112;-0.0039;0.2716;-4.3130;0.9847;-1.0382;29.9418;
494.352;1.0063;-0.0010;0.2774;-4.2366;1.1145;-0.9695;30.0359;
494.373;1.0178;-0.0061;0.2772;-4.3053;1.0916;-1.0534;30.0359;
494.393;1.0154;-0.0078;0.2794;-4.2366;0.8397;-0.8931;30.0359;
494.414;1.0139;-0.0059;0.2819;-4.0992;1.0992;-0.8397;29.9418;
494.435;1.0112;-0.0068;0.2821;-4.3664;1.2290;-0.9771;29.9418;
494.456;1.0107;-0.0027;0.2752;-4.1069;0.9389;-0.8626;30.0359;
494.477;1.0137;-0.0081;0.2785;-4.0382;0.9695;-0.9237;30.0359;
494.498;1.0083;-0.0081;0.2846;-4.2824;1.0763;-0.7939;29.9418;
494.519;1.0078;-0.0042;0.2794;-4.2061;1.0076;-0.8931;30.0359;
494.540;1.0076;-0.0090;0.2799;-4.1832;0.7939;-0.9313;29.9418;
494.561;1.0081;0.0000;0.2766;-4.2366;0.8244;-0.9008;29.9418;
494.582;1.0120;-0.0012;0.2838;-4.1069;0.9771;-0.8244;29.9418;
494.603;1.0093;-0.0066;0.2799;-4.0382;1.1298;-0.7710;29.9418;
494.624;1.0110;-0.0017;0.2794;-4.1603;1.0153;-0.9466;29.9418;
494.645;1.0134;-0.0093;0.2758;-4.1374;1.1374;-0.8473;29.9418;
494.666;1.0085;-0.0049;0.2702;-4.1069;1.0763;-0.8397;30.0359;
494.688;1.0098;-0.0083;0.2716;-4.2290;0.9542;-0.9160;29.9418;
494.708;1.0029;-0.0071;0.2816;-4.1832;0.9542;-0.8779;29.9418;
494.730;1.0142;-0.0049;0.2833;-4.1069;0.9924;-0.6870;29.9418;
494.751;1.0044;-0.0090;0.2744;-4.3359;0.9924;-0.9008;30.0359;
494.772;1.0120;-0.0044;0.2880;-4.2901;1.0534;-0.8244;29.9418;
494.792;1.0112;-0.0068;0.2727;-4.1145;0.9008;-0.8626;30.0359;
494.813;1.0139;-0.0110;0.2758;-4.2901;0.8550;-0.8855;29.9418;
494.834;1.0127;-0.0042;0.2688;-4.2214;1.0763;-0.9084;29.9418;
494.855;1.0129;-0.0066;0.2805;-4.1603;1.0687;-0.9084;30.0359;
494.876;1.0076;-0.0129;0.2755;-4.2595;1.0229;-0.8397;29.9418;
494.897;1.0110;-0.0029;0.2805;-4.0076;0.8092;-0.8473;29.9418;
494.919;1.0122;-0.0044;0.2774;-4.2443;0.9008;-0.8931;29.8476;
494.941;1.0120;-0.0059;0.2866;-4.2824;0.8244;-0.9008;30.0359;
494.962;1.0066;-0.0085;0.2733;-4.0992;0.9924;-0.9695;29.9418;
494.983;1.0146;-0.0022;0.2727;-4.2137;0.9313;-0.8397;29.9418;
495.004;1.0156;-0.0015;0.2835;-4.2137;0.9237;-0.9389;29.9418;
495.025;1.0090;-0.0015;0.2763;-4.3435;0.8015;-0.9924;29.9418;
495.046;1.0103;-0.0037;0.2788;-4.0000;0.9924;-0.7557;29.9418;
495.067;1.0083;-0.0061;0.2738;-4.0534;0.9542;-0.9313;29.9418;
495.088;1.0063;-0.0068;0.2777;-4.2748;1.0382;-0.9847;30.0359;
495.109;1.0122;-0.0103;0.2716;-4.2519;0.9618;-1.0916;29.9418;
495.130;1.0085;0.0020;0.2727;-4.1450;1.0611;-0.8092;29.9418;
495.152;1.0117;-0.0061;0.2788;-4.2137;0.9237;-0.8931;29.9418;
495.173;1.0120;-0.0005;0.2810;-4.0687;1.2061;-0.9847;29.9418;
495.193;1.0144;0.0015;0.2769;-4.2824;1.0611;-0.8931;30.0359;
495.214;1.0125;-0.0020;0.2683;-4.2061;0.9542;-0.9542;29.9418;
495.236;1.0093;-0.0046;0.2674;-4.1908;0.9084;-0.9847;29.9418;
495.256;1.0134;-0.0083;0.2758;-4.0916;0.8855;-0.8321;29.9418;
495.277;1.0105;-0.0039;0.2716;-4.0076;1.0076;-0.6641;30.0359;
495.298;1.0125;-0.0083;0.2649;-4.1450;1.1985;-0.8550;29.9418;
495.319;1.0063;-0.0081;0.2697;-4.2443;1.0687;-0.8168;29.9418;
495.340;1.0049;-0.0110;0.2733;-4.1908;1.0000;-0.8321;30.0359;
495.361;1.0127;-0.0022;0.2722;-4.2672;1.0611;-0.8244;30.0359;
495.382;1.0144;-0.0054;0.2802;-4.0992;1.0687;-0.9542;30.0359;
495.403;1.0095;-0.0059;0.2791;-4.1679;0.9695;-0.7252;29.8476;
495.424;1.0071;-0.0068;0.2808;-4.2137;1.0916;-0.8550;29.9418;
495.445;1.0017;-0.0054;0.2658;-4.2595;0.9008;-0.8168;29.9418;
495.466;1.0137;0.0015;0.2741;-4.1069;1.0763;-1.0153;29.9418;
495.487;1.0139;-0.0046;0.2816;-3.9924;1.0305;-0.7481;29.9418;
495.508;1.0110;-0.0039;0.2744;-4.2137;0.9237;-0.8779;29.9418;
495.529;1.0110;-0.0022;0.2769;-3.9695;1.1298;-0.8168;29.9418;
495.550;1.0061;-0.0066;0.2785;-4.0229;1.1679;-0.8702;29.9418;
495.571;1.0081;-0.0005;0.2852;-4.1603;1.1298;-0.9924;29.9418;
495.593;1.0076;-0.0032;0.2711;-4.1450;1.0305;-0.9466;30.0359;
495.614;1.0063;-0.0073;0.2791;-3.9695;0.9771;-0.9389;30.0359;
495.635;1.0120;-0.0044;0.2755;-4.0534;1.1679;-0.8092;29.9418;
495.656;1.0110;-0.0061;0.2705;-4.4351;1.0382;-0.8244;29.9418;
495.677;1.0139;-0.0027;0.2783;-4.0992;1.0458;-0.8702;30.0359;
495.698;1.0093;-0.0034;0.2780;-4.2901;1.0153;-0.8550;29.9418;
495.719;1.0166;-0.0105;0.2783;-4.2672;0.9389;-0.6794;29.9418;
495.740;1.0088;-0.0054;0.2849;-4.0611;1.0763;-0.7405;29.9418;
495.761;1.0105;-0.0112;0.2711;-4.1985;1.0840;-0.8626;29.9418;
495.782;1.0088;-0.0029;0.2755;-4.0076;0.9542;-1.1069;30.0359;
495.803;1.0073;-0.0027;0.2716;-4.2137;1.0382;-0.6641;29.9418;
495.824;1.0100;-0.0071;0.2733;-4.1679;1.1069;-0.9695;30.0359;
495.845;1.0095;-0.0051;0.2724;-4.1221;1.0153;-0.8244;30.0359;
495.867;1.0125;-0.0046;0.2819;-4.0687;1.0687;-0.8779;29.8476;
495.888;1.0144;-0.0090;0.2708;-4.1298;0.9237;-0.8855;29.9418;
495.909;1.0088;-0.0044;0.2788;-4.1527;1.1221;-0.8092;29.9418;
495.930;1.0132;-0.0066;0.2702;-4.1527;0.8397;-0.9160;30.1300;
495.951;1.0125;-0.0022;0.2799;-4.2061;1.0763;-0.8702;30.0359;
495.972;1.0142;-0.0027;0.2758;-4.0611;1.0763;-0.9466;30.0359;
495.993;1.0120;-0.0073;0.2708;-4.2214;1.1374;-1.0458;30.0359;
496.014;1.0100;0.0005;0.2772;-4.1527;1.0763;-0.7863;29.9418;
496.035;1.0129;-0.0071;0.2747;-4.1221;1.0534;-0.7939;30.0359;
496.056;1.0046;-0.0037;0.2783;-4.1450;1.0611;-1.0611;30.1300;
496.077;1.0105;-0.0068;0.2813;-4.0687;0.9466;-0.9618;29.9418;
496.110;1.0090;-0.0100;0.2830;-4.3359;1.0000;-0.9237;29.9418;
496.119;1.0081;-0.0046;0.2791;-4.0916;1.1679;-0.7328;29.9418;
496.140;1.0137;-0.0068;0.2813;-3.9160;0.9466;-0.7863;29.8476;
496.162;1.0151;-0.0117;0.2705;-4.1908;0.9924;-0.9160;29.9418;
496.194;1.0095;-0.0056;0.2716;-4.0534;1.0763;-0.9160;29.9418;
496.203;1.0098;-0.0049;0.2733;-4.3511;1.0000;-0.8626;30.0359;
496.224;1.0112;0.0002;0.2711;-4.4122;1.0229;-0.9771;29.9418;
496.245;1.0066;-0.0076;0.2780;-4.3130;0.9847;-0.8321;30.0359;
496.266;1.0144;-0.0073;0.2727;-4.2748;0.9771;-0.7634;30.0359;
496.287;1.0088;-0.0012;0.2758;-4.1908;1.0076;-0.9847;29.8476;
496.308;1.0103;-0.0029;0.2752;-4.2824;1.0076;-0.8626;30.0359;
496.329;1.0127;-0.0056;0.2769;-4.1221;0.8931;-0.8779;29.9418;
496.350;1.0110;-0.0027;0.2708;-4.1527;0.8321;-1.0611;30.0359;
496.371;1.0154;-0.0066;0.2830;-4.2748;1.2137;-0.8702;29.9418;
496.392;1.0071;-0.0027;0.2774;-4.2214;0.9389;-0.8473;29.9418;
496.414;1.0034;-0.0017;0.2844;-4.0992;0.9160;-0.7023;29.9418;
496.435;1.0149;-0.0056;0.2769;-4.1374;1.0000;-0.8092;30.0359;
496.456;1.0117;-0.0039;0.2747;-4.1450;0.9160;-0.9008;29.9418;
496.477;1.0149;0.0020;0.2808;-4.1603;0.8931;-1.0076;29.9418;
496.498;1.0110;0.0056;0.2669;-4.3206;1.1069;-0.9466;29.9418;
496.520;1.0049;-0.0051;0.2702;-4.3359;0.9618;-0.9618;29.9418;
496.540;1.0137;0.0002;0.2738;-4.1756;0.9695;-0.6794;30.0359;
496.561;1.0142;-0.0056;0.2794;-4.0305;1.0382;-0.8168;30.0359;
496.583;1.0139;-0.0054;0.2780;-4.1298;1.1603;-0.7405;29.9418;
496.604;1.0115;-0.0022;0.2686;-4.0153;1.1679;-1.0000;29.9418;
496.625;1.0144;-0.0059;0.2788;-4.0687;0.9618;-0.8015;29.9418;
496.646;1.0095;-0.0017;0.2727;-4.2443;1.0305;-0.6183;29.8476;
496.666;1.0115;-0.0034;0.2802;-4.0534;1.0458;-0.7328;29.9418;
496.687;1.0066;-0.0029;0.2747;-4.1450;1.0076;-1.0000;30.0359;
496.709;1.0146;-0.0024;0.2780;-4.1756;0.9618;-0.8015;29.9418;
496.729;1.0095;-0.0120;0.2788;-4.3435;0.8702;-0.7023;29.9418;
496.751;1.0132;-0.0039;0.2752;-4.2290;0.8855;-0.7786;30.0359;
496.771;1.0059;-0.0015;0.2711;-4.2214;0.9924;-0.9237;29.9418;
496.792;1.0076;-0.0037;0.2730;-4.3206;1.0611;-0.8168;30.0359;
496.814;1.0137;-0.0068;0.2760;-4.1679;0.9008;-0.7481;29.9418;
496.834;1.0100;-0.0034;0.2755;-4.0458;1.0305;-0.8855;30.0359;
496.855;1.0117;-0.0105;0.2763;-4.0992;0.8626;-0.8473;29.9418;
496.876;1.0027;-0.0007;0.2733;-4.2595;1.0840;-0.8855;30.0359;
496.897;1.0156;-0.0061;0.2724;-4.1450;0.9618;-0.9237;30.0359;
496.918;1.0093;-0.0054;0.2758;-4.0840;1.0992;-0.8550;29.8476;
496.944;1.0095;-0.0039;0.2785;-4.2977;0.9771;-0.8931;30.0359;
496.961;1.0054;-0.0056;0.2785;-4.2977;1.0153;-0.7405;29.9418;
496.981;1.0054;-0.0090;0.2860;-4.2824;1.0076;-0.8244;29.9418;
497.002;1.0142;-0.0029;0.2774;-4.0305;1.0153;-1.0458;29.8476;
497.023;1.0107;-0.0049;0.2777;-4.2214;0.8473;-0.7252;29.9418;
497.044;1.0063;0.0029;0.2808;-4.0382;1.0076;-0.8931;29.9418;
497.065;1.0103;-0.0088;0.2810;-4.0458;1.0153;-0.7786;30.0359;
497.087;1.0125;-0.0071;0.2772;-3.9771;1.0382;-0.9008;29.9418;
497.109;1.0090;-0.0066;0.2810;-4.3588;0.9466;-0.9008;29.9418;
497.130;1.0100;-0.0112;0.2810;-4.3282;1.0305;-0.8244;29.9418;
497.151;1.0129;-0.0002;0.2758;-4.1985;0.8702;-0.8015;30.0359;
497.172;1.0117;-0.0012;0.2702;-4.1298;1.1298;-1.0382;30.0359;
497.193;1.0073;-0.0129;0.2708;-4.0992;1.0840;-0.6336;29.9418;
497.215;1.0066;-0.0039;0.2683;-4.4198;0.9466;-1.0000;29.9418;
497.235;1.0076;-0.0066;0.2808;-4.2366;1.0916;-1.0153;29.9418;
497.256;1.0100;-0.0071;0.2683;-4.0916;0.9237;-1.0534;29.9418;
497.277;1.0059;-0.0088;0.2663;-4.1603;0.9695;-0.6718;29.9418;
497.298;1.0066;-0.0061;0.2683;-4.0840;1.0916;-0.8550;29.8476;
497.319;1.0154;-0.0073;0.2841;-4.1985;1.0382;-0.9008;30.0359;
497.341;1.0105;-0.0010;0.2830;-4.3130;1.0229;-0.9084;29.8476;
497.362;1.0110;-0.0090;0.2821;-4.2290;1.0382;-0.9313;29.8476;
497.382;1.0129;-0.0059;0.2772;-4.3588;0.9160;-0.8931;29.9418;
497.403;1.0142;-0.0051;0.2841;-4.0305;0.9160;-1.0076;29.9418;
497.425;1.0071;-0.0034;0.2744;-4.1374;1.0611;-0.9847;29.9418;
497.445;1.0122;-0.0068;0.2794;-4.2901;1.0305;-0.9313;30.0359;
497.466;1.0117;-0.0088;0.2708;-4.1832;1.0153;-0.8931;29.9418;
497.487;1.0125;-0.0049;0.2846;-4.0382;1.0840;-0.9542;30.0359;
497.508;1.0122;-0.0037;0.2819;-4.1908;0.9389;-0.8550;29.9418;
497.529;1.0076;-0.0073;0.2849;-4.1298;1.1527;-1.0305;30.0359;
497.550;1.0100;-0.0051;0.2752;-4.0992;0.9771;-0.9237;29.9418;
497.572;1.0122;-0.0032;0.2641;-4.1603;1.0076;-0.7023;29.9418;
497.593;1.0098;-0.0051;0.2805;-4.1832;1.1756;-0.6718;30.0359;
497.613;1.0095;-0.0042;0.2816;-4.1908;0.9924;-0.7481;29.9418;
497.635;1.0112;-0.0090;0.2810;-4.0687;1.1756;-0.6107;29.9418;
497.656;1.0024;-0.0081;0.2752;-4.1679;0.9542;-0.7405;30.0359;
497.676;1.0093;-0.0015;0.2783;-4.2672;1.0305;-0.8550;30.0359;
497.697;1.0093;0.0015;0.2805;-4.0916;1.1145;-0.8550;30.0359;
497.718;1.0081;-0.0068;0.2713;-4.1221;1.1298;-0.7634;29.8476;
497.739;1.0100;-0.0037;0.2755;-4.0840;0.9847;-0.8397;29.9418;
497.762;1.0068;-0.0063;0.2869;-4.0534;0.9618;-0.8244;30.0359;
497.783;1.0095;-0.0037;0.2852;-4.2290;1.0000;-0.7252;30.0359;
497.803;1.0051;-0.0085;0.2724;-4.0229;0.8092;-0.8779;29.9418;
497.825;1.0049;-0.0068;0.2846;-4.2137;1.0840;-0.8015;30.0359;
497.846;1.0083;-0.0107;0.2763;-4.1221;0.9542;-1.0458;29.9418;
497.866;1.0093;0.0000;0.2716;-4.2595;1.0611;-0.8092;30.0359;
497.888;1.0044;-0.0063;0.2730;-4.0153;0.9237;-0.9389;30.0359;
497.909;1.0115;-0.0112;0.2788;-4.2901;1.1221;-0.8931;30.0359;
497.930;1.0129;-0.0063;0.2772;-4.2901;1.1908;-0.9847;29.9418;
497.951;1.0115;-0.0042;0.2766;-4.0992;1.1603;-0.8015;29.9418;
497.972;1.0049;-0.0034;0.2702;-4.0611;1.0916;-0.8321;29.9418;
497.993;1.0129;-0.0015;0.2799;-4.1679;0.9771;-0.9542;30.0359;
498.014;1.0149;-0.0042;0.2833;-4.2061;0.9695;-0.8855;29.9418;
498.035;1.0046;-0.0024;0.2835;-4.1985;0.9618;-0.7710;30.0359;
498.056;1.0085;-0.0090;0.2749;-4.2137;1.0534;-0.8092;29.9418;
498.076;1.0115;-0.0034;0.2741;-4.3053;1.0611;-0.9160;30.0359;
498.097;1.0168;-0.0034;0.2741;-4.4046;0.8931;-0.9160;29.9418;
498.118;1.0098;-0.0017;0.2780;-4.1985;1.0000;-0.8321;29.9418;
498.140;1.0107;-0.0061;0.2833;-4.2595;0.9924;-1.0305;29.9418;
498.161;1.0107;-0.0061;0.2758;-4.1450;0.9389;-0.7710;29.9418;
498.182;1.0083;-0.0073;0.2774;-4.2977;1.0992;-0.8092;30.0359;
498.202;1.0151;-0.0076;0.2644;-4.0153;1.1450;-0.6947;30.0359;
498.223;1.0164;-0.0078;0.2860;-4.2061;1.0229;-0.9008;29.9418;
498.244;1.0081;-0.0056;0.2705;-4.1908;0.9466;-0.9695;30.0359;
498.266;1.0110;-0.0027;0.2802;-4.1145;1.0076;-0.8015;29.8476;
498.287;1.0100;-0.0049;0.2810;-4.2137;1.1450;-0.9847;29.9418;
498.308;1.0100;-0.0081;0.2766;-4.2290;1.0076;-0.9008;29.9418;
498.329;1.0127;-0.0066;0.2766;-4.3053;0.9389;-0.7099;29.9418;
498.349;1.0105;-0.0042;0.2733;-4.2519;0.9313;-0.8855;29.9418;
498.371;1.0100;-0.0054;0.2752;-4.6412;1.1603;-0.8397;30.0359;
498.392;1.0073;-0.0024;0.2772;-4.0611;1.1450;-0.9237;29.9418;
498.414;1.0161;-0.0039;0.2724;-4.1908;1.0153;-0.7023;29.9418;
498.436;1.0090;-0.0042;0.2741;-4.1145;1.0611;-0.9771;30.0359;
498.456;1.0110;-0.0012;0.2744;-4.1069;1.1221;-0.9542;29.9418;
498.477;1.0127;-0.0007;0.2780;-4.2748;0.9618;-0.9008;30.0359;
498.499;1.0076;-0.0056;0.2797;-4.0458;0.9771;-0.8168;30.0359;
498.520;1.0132;-0.0073;0.2772;-4.0916;0.9618;-0.9618;29.9418;
498.541;1.0144;-0.0054;0.2769;-4.3053;1.0153;-0.9313;29.9418;
498.561;1.0125;-0.0044;0.2766;-4.4275;1.0840;-0.8244;29.9418;
498.582;1.0105;-0.0046;0.2752;-4.1145;1.0534;-0.7557;30.0359;
498.603;1.0120;-0.0081;0.2777;-4.2595;1.1221;-0.8626;29.9418;
498.624;1.0120;-0.0051;0.2830;-4.0076;1.0229;-0.7710;29.8476;
498.645;1.0105;-0.0054;0.2738;-4.1832;0.9160;-0.8779;29.9418;
498.666;1.0134;-0.0015;0.2719;-4.1069;1.1145;-0.9008;30.0359;
498.687;1.0112;-0.0107;0.2813;-4.3130;1.0305;-1.0458;30.0359;
498.709;1.0085;-0.0063;0.2747;-4.0382;1.1603;-0.8931;29.9418;
498.730;1.0105;-0.0037;0.2711;-4.4122;1.0229;-0.8702;30.0359;
498.751;1.0129;-0.0046;0.2866;-4.2595;1.1527;-0.8702;29.9418;
498.772;1.0044;-0.0112;0.2752;-4.2748;0.9160;-0.9847;30.0359;
498.794;1.0085;-0.0112;0.2874;-4.2443;0.9847;-0.8321;30.0359;
498.814;1.0105;-0.0034;0.2833;-4.2672;0.9008;-0.9237;29.9418;
498.835;1.0056;-0.0059;0.2763;-4.1985;1.0000;-0.8015;29.9418;
498.857;1.0122;-0.0107;0.2819;-3.9771;1.0305;-0.7176;30.0359;
498.878;1.0090;-0.0044;0.2747;-4.0916;0.9924;-0.7634;29.9418;
498.899;1.0110;-0.0085;0.2830;-4.3359;1.0000;-0.7481;30.0359;
498.919;1.0129;-0.0049;0.2755;-4.3893;1.1832;-0.8397;30.0359;
498.940;1.0105;-0.0042;0.2863;-4.3130;1.1527;-0.9924;29.9418;
498.961;1.0068;-0.0071;0.2835;-4.0763;1.0153;-0.9389;30.0359;
498.982;1.0129;-0.0049;0.2769;-4.3130;0.7557;-0.6870;29.9418;
499.003;1.0129;0.0010;0.2713;-4.1527;0.9313;-0.9389;30.0359;
499.024;1.0120;-0.0066;0.2830;-4.2672;0.9084;-1.0458;29.9418;
499.045;1.0125;-0.0002;0.2730;-4.2061;0.8931;-0.9160;30.0359;
499.066;1.0073;-0.0049;0.2735;-4.0840;1.0076;-0.9771;30.0359;
499.087;1.0127;0.0010;0.2694;-4.0916;1.0458;-0.9389;29.9418;
499.108;1.0066;-0.0098;0.2694;-4.0763;1.0534;-0.9618;29.9418;
499.129;1.0112;-0.0010;0.2733;-4.1832;0.9313;-0.7405;29.9418;
499.150;1.0073;-0.0042;0.2724;-4.0763;0.9084;-0.8168;29.9418;
499.171;1.0122;-0.0044;0.2794;-4.2748;0.9847;-1.0305;29.9418;
499.195;1.0076;-0.0027;0.2791;-4.1298;0.9389;-0.8626;30.0359;
499.213;1.0105;-0.0081;0.2760;-4.1756;1.2061;-0.9542;30.0359;
499.234;1.0100;-0.0046;0.2694;-4.1145;1.0611;-1.0687;29.8476;
499.255;1.0144;-0.0034;0.2780;-4.1679;0.9847;-0.6794;29.9418;
499.277;1.0125;-0.0059;0.2777;-4.2748;0.9771;-0.7557;29.9418;
499.297;1.0085;-0.0027;0.2747;-4.0305;1.0992;-1.0382;29.9418;
499.318;1.0073;-0.0051;0.2744;-4.1527;1.0000;-0.8473;30.0359;
499.339;1.0085;-0.0078;0.2758;-4.1069;0.9466;-0.8168;30.0359;
499.361;1.0115;-0.0088;0.2735;-4.1069;1.2290;-0.8168;29.9418;
499.382;1.0129;-0.0088;0.2783;-4.0000;1.0382;-0.8321;29.9418;
499.403;1.0146;-0.0076;0.2741;-4.0916;0.8855;-0.9313;29.9418;
499.424;1.0122;-0.0020;0.2844;-4.1069;1.1832;-0.7023;29.9418;
499.461;1.0137;-0.0022;0.2802;-4.1527;1.0534;-0.8015;30.0359;
